Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",naziv,latitude,longitude,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",ukupno godina,prosecna ukupna kolicina otpada
Nesanitarne deponije,2019,Budžet opštine Kladovo,100697090,07213182,Kladovo,"Kladovo, Kladovo, 716588",716588,19320,Kralja Aleksandra 35,019801450,019801563,opstina@kladovonet.com,8411,Milutinovac,Šukeret,44.56,22.56,"274. 275, 276 KO Milutinovac",1997,2025,8500,Kladovo,Da,Da,Da,Ne,Ne,Ne,Ne,Bor,"Negotin, Majdanpek, Zaječar, Bor, Boljevac, Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2005,Da,2005,ne,,Delimično,Nije primenljivo,Da,29,246500
Nesanitarne deponije,2019,Gradska uprava grada Pančeva,101049012,08331537,Pančevo,"Pančevo, Pančevo, 803138",803138,26000,Trg Kralja I 1,013308842,,marija.petrovic@pancevo.rs,8411,Pančevo,Stara deponija,44.8836174,20.6296634,"281,283,284,285,332/1,1183/1,1184/1,1184/2,1185,1186,1187,1188,1189/1,1189/2",1964,2019,35000,Pančevo,Da,Da,Da,Ne,Ne,Ne,Da,"Pančevo, Opovo, Kovačica, Alibunar, Kovin, Smederevo",Opovo,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Da,Ne,,,,,,,,,56,1960000
Nesanitarne deponije,2019,OPŠTINA LAPOVO,101888526,07713754,Lapovo,"Lapovo (varošica), Lapovo, 702927",702927,34220,NJEGOŠEVA  18,034853159,,office@lapovo.rs,8411,Lapovo (varošica),Kojanićko jezero,44.1143,21.731,"5675/1,5675/2,5677,5671/2,5671/3,5671/4,5672,5657/1,5657/2",1992,2009,125,Lapovo (varošica),Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"sa operaterom FCC "" ECO "" ( vlasnikom sanitarne deponije u Lapovu ) , za više Opština",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Privremeno,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,18,2250
Nesanitarne deponije,2019,OPŠTINA SMEDEREVSKA PALANKA,102632285,07199007,Smederevska Palanka,"Smederevska Palanka, Smederevska Palanka, 740721",740721,11420,VUKA KARADŽIĆA 25 25,0641944245,,zzs@smederevskapalanka.rs,8411,Smederevska Palanka,Ramnjak,44.3825454,20.9979128,"262/1, 262/2, 262/4, 262/5, 263/1, 263/3, 263/4, 263/5, 282/5 ? 282/18 KO Mala Plana",1990,2013,0,Smederevska Palanka,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Podunavski okrug,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2007,Da,2008,delimicno,Sanacija,Delimično,Ne,Da,24,0
Nesanitarne deponije,2019,OPŠTINA BAČKA TOPOLA,101582899,08070555,Bačka Topola,"Bačka Topola, Bačka Topola, 800473",800473,24300,MARŠALA TITA 30 30,024715310,,peter.sedlar@btopola.org.rs,8411,Bačka Topola,deponija topola,45.787467,19.618383,"1776,1775,1722,1871,1610",1987,,3140,"Bačka Topola, Karađorđevo",Ne,Da,Da,Da,Ne,Ne,Ne,region subotica,"subotica kanjiža, senta,mali iđoš, čoka , novi kneževac",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Ne,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2005,Da,2006,delimicno,Rekultivacija,Da,Delimično,Da,39,122460
Nesanitarne deponije,2019,Opštinska uprava opštine Aleksinac,100313169,07173075,Aleksinac,"Aleksinac, Aleksinac, 700614",700614,18220,Knjaza Miloša 169,060/2182231,018/804107,predsednik@aleksinac.org,8411,Aleksinac,Lutvina česma,43.5361575,21.7035322,"KO Aleksinac van varoš: 228/7, 242/4, 247, 248, 249, 250, 255/1, 257/1, 258, 259, 260, 261, 262, 263 i 3269; KO Kraljevo: 3590, 3591 i 3595.",1989,,9500,"Vukašinovac, Vitkovac, Aleksinački Rudnik, Draževac, Srezovac, Vakup, Aleksinac, Prćilovica, Bovan, Grejač, Bobovište, Rutevac, Jasenje, Veliki Drenovac, Donji LJubeš, Glogovica, Moravac, Bankovac, Gornji LJubeš, Trnjane, Korman, Belja, Katun, Žitkovac, Moravski Bujmir, Tešica, Donji Adrovac, Nozrina, Deligrad, Lužane, Subotinac, Aleksinački Bujmir, Ćićina, Stublina, Kraljevo",Da,Da,Da,Ne,Ne,Ne,Da,Niš,"grad Niš, opštine Gadžin Han, Doljevac, Merošina, Ražanj, Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,delimicno,Sanacija,Delimično,Delimično,Da,37,351500
Nesanitarne deponije,2019,"Javno komunalno preduzeće ""Čistoća""",100242682,07190905,Kraljevo,"Kraljevo, Kraljevo, 719714",719714,36000,Žička 10b,036/362-202,036/362-203,direktor@jkpcistocakv.rs,3811,Kraljevo,Kulagića Ada,43.73,20.71,5302/1,1971,2021,42821.2,Kraljevo,Da,Da,Da,Ne,Ne,Ne,Da,Kraljevo,"Kraljevo, Vrnjačka Banja, Raška, Paraćin i Trstenik","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Da,Ne,Da,2019,Da,2019,da,Sanacija,Da,Da,Da,51,2183881.2
Nesanitarne deponije,2019,OPŠTINA DIMITROVGRAD,101045378,06867804,Dimitrovgrad,"Dimitrovgrad, Dimitrovgrad, 714364",714364,18320,BALKANSKA 2,0628806412,,ekologija@dimitrovgrad.org,8411,Dimitrovgrad,Kozarica,43.026099,22.812156,"3125/1, 3125/2, 3126, 3127, 3128/1, 3129/1, 3129/2, 3130, 3131, 3132/1, 3133/1, 3133/2, 3134, 3137, 3138/1, 3139/1, 3140, 3143, 3147",1970,,500,Dimitrovgrad,Da,Da,Da,Ne,Da,Ne,Da,Pirotski region,"Pirot, Babušnica i Bela Palanka",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Privremeno,Po kasetama,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007,Da,2008,da,Sanacija,Da,Delimično,Ne,56,28000
Nesanitarne deponije,2019,OPŠTINSKA UPRAVA BRUS,101139819,07195133,Brus,"Brus, Brus, 707066",707066,37220,KRALJA PETRA PRVOG  120,0373150101,,irenastojkovic74@gmail.com,8411,Kobilje,SLAVA,43.3999438,21.0383712,"706, 707, 708, 709 KO Kobilje",1969,2021,4000,Brus,Da,Da,Ne,Ne,Ne,Ne,Ne,Rasinskom,Sa opštinom Kruševac,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2011,Ne,,ne,,Delimično,Ne,Da,53,212000
Nesanitarne deponije,2019,OPŠTINA REKOVAC OPŠTINSKA UPRAVA,101283903,07360738,Rekovac,"Rekovac, Rekovac, 737810",737810,35260,SVETOZARA MARKOVIĆA 2 (+381)358411004,(+381)358411150,,sorekovac@gmail.com,8411,Kavadar,Deponija komunalnog smeća,43.5234,21.0821,"309/1, 309/2, 304, 306, 316",1983,,1500,"Maleševo, Rabenovac, Kavadar, Sekurič, Motrić, Loćika, Velika Kruševica, Županjevac, Belušić, Beočić, Kalenićki Prnjavor, Lomnica, Lepojević, Dragovo, Cikot, Tečić, Oparić, Rekovac, Ursule, Komarane, Prevešt, Sibnica, Kaludra, Vukmanovac",Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijskom regionu,"Grad Kragujevac, opština Aranđelovac, opština Topola i opština Knić","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2008,Da,2008,ne,,Delimično,Delimično,Da,43,64500
Nesanitarne deponije,2019,OPŠTINA NOVI BEČEJ,101431164,08108293,Novi Bečej,"Novi Bečej, Novi Bečej, 802611",802611,23272,Žarka Zrenjanina 8,023 772 320,023 772 500,office@novibecej.rs,8411,Novi Bečej,Bašaidski put,45.6043274,20.1837872,14707 i 15233,1951,,9000,Novo Miloševo,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Severnobanatski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Da,2017,Ne,,delimicno,Sanacija,Ne,Ne,Da,75,675000
Nesanitarne deponije,2019,Opštinska uprava Stara Pazova,101241970,08358257,Stara Pazova,"Stara Pazova, Stara Pazova, 804428",804428,22300,Svetosavska 11,0648021212,,zoran.uzelac@starapazova.rs,8411,Belegiš,Rupov salaš,45,20,"3127/1, 4307/5, 4307/1, 4307/4, 4307/3",1991,,36500,Belegiš,Ne,Da,Da,Ne,Da,Ne,Ne,sremskom,"Inđija, Ruma, Sremski Karlovci, Šid, Stara Pazova, Pećinci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Da,Ne,Da,2017,Ne,,ne,,Ne,Ne,Da,35,1277500
Nesanitarne deponije,2019,Opština Ćuprija,101375417,07183968,Ćuprija,"Ćuprija, Ćuprija, 744492",744492,35230,13. Oktobra  7,035/8470-248,,info@cuprija.rs,8411,Ćuprija,mucava,44,21,5.68 ha,1964,,0,Ćuprija,Da,Da,Ne,Ne,Ne,Ne,Ne,jagodinskom,jagodinom,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005,Da,2005,ne,,Ne,Ne,Da,62,0
Nesanitarne deponije,2019,Opštinska Uprava Sjenica,102898304,07192177,Sjenica,"Sjenica, Sjenica, 739995",739995,36310,Zmaja od Bosne 1 1,0648096770,,kabinetopsitnasj@gmail.com,8411,Sjenica,Goveđak,43,19,196/1,2008,,175,Sjenica,Da,Ne,Ne,Ne,Ne,Ne,Ne,Zlatiborski okrug,Priboj-Prijepolje-Nova Varoš,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,18,3150
Nesanitarne deponije,2019,Opština Ražanj,102688303,07214740,Ražanj,"Ražanj, Ražanj, 736562",736562,37215,Trg Svetog Save 33,0648867899,0373841225,nacelnikopstinerazanj@gmail.com,8411,Ražanj,Lipovac,43.6652,21.5625875,"1440/3, 1441/2 i 1441/1 KO Ražanj",1986,,1000,Ražanj,Da,Da,Ne,Ne,Da,Ne,Ne,Niški region za zajedničko upravljanje otpadom,"Grad Niš i opštine Aleksinac, Gadžin Han, Doljevac, Merošina, Ražanj, Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007,Da,2008,ne,,Ne,Nije primenljivo,Da,40,40000
Nesanitarne deponije,2019,JKP KOMUNALPROJEKT,100495492,08081255,Bačka Palanka,"Bačka Palanka, Bačka Palanka, 800309",800309,21400,Trg Bratstva Jedinstva 40,021/7550-100,021/6042-241,office@komunalprojekt.rs,3600,Bačka Palanka,Gradska deponija Backa Palanka,45.246702,19.499267,8,1984,,45538,"Despotovo, Tovariševo, Vizić, Nova Gajdobra, Karađorđevo, Mladenovo, Obrovac, Pivnice, Parage, Silbaš, Čelarevo, Gajdobra, Bačka Palanka, Neštin",Da,Da,Da,Ne,Ne,Ne,Da,Južnobačkom,Novi Sad,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2002,Ne,,delimicno,Rekultivacija,Delimično,Delimično,Da,42,1912596
Nesanitarne deponije,2019,OPŠTINA BOGATIĆ,101442701,07170718,Bogatić,"Bogatić, Bogatić, 705675",705675,15350,MIKE VITOMIROVIĆA 1 1,0628875860,,opstina@bogatic.rs,8411,Dublje,Opštinska deponija za šut,44.7743084,19.4726886,7052 KO Dublje,1990,2022,4850,"Banovo Polje, Glogovac, Bogatić, Sovljak, Badovinci, Dublje, Uzveće, Belotić, Očage, Metković, Salaš Crnobarski, Klenje, Glušci, Crna Bara",Ne,Ne,Ne,Ne,Ne,Ne,Ne,"Region ""Srem-Mačva""","Grad Šabac i grad Sremska Mitrovica, 25.06.2019. godine potpisan Ugovor o pružanju usluga odlaganja komunalnog otpada sa JKP ""Regionalna deponija Srem-Mačva""","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,33,160050
Nesanitarne deponije,2019,OPŠTINA BOGATIĆ,101442701,07170718,Bogatić,"Bogatić, Bogatić, 705675",705675,15350,MIKE VITOMIROVIĆA 1 1,0628875860,,opstina@bogatic.rs,8411,Bogatić,"Centralna javna deponija ""Nišno polje""",44.833814,19.4535269,3445 i 3690 KO Bogatić,1990,2022,5800,"Glušci, Dublje, Bogatić, Belotić, Metković",Da,Da,Da,Ne,Ne,Ne,Ne,"REGION ""SREM-MAČVA""","Grad Šabac i Grad Sremska Mitrovica, 25.06.2019. god potpisan Ugovor o pružanju usluga odlaganja komunalnog otpada sa JKP ""Regionalna deponije Srem-Mačva""","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2006,Da,2006,ne,,Delimično,Nije primenljivo,Da,33,191400
Nesanitarne deponije,2019,OPŠTINSKA UPRAVA MALO CRNIĆE,101336839,07345534,Malo Crniće,"Malo Crniće, Malo Crniće, 727199",727199,12311,Bajlonijeva 119,012/280-016,,uprava@opstinamalocrnice.rs,8411,Salakovac,Salakovac,44.351846,21.132731,"1757,1767,1768,1769,1770,1771",2006,,40000,"Veliko Crniće, Kobilje, Kula, Aljudovo, Salakovac, Smoljinac, Crljenac, Toponica, Malo Gradište, Kalište, Batuša, Vrbnica, Malo Crniće, Veliko Selo, Boževac, Zabrega, Kravlji Do, Šapine",Da,Ne,Ne,Ne,Ne,Ne,Ne,Petrovac,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2012,Ne,,delimicno,Sanacija,Ne,Ne,Da,20,800000
Nesanitarne deponije,2019,Opština Temerin - Opštinska uprava,101869888,08330514,Temerin,"Temerin, Temerin, 804681",804681,21235,Novosadska 326,843888,,goran.grkovic@gmail.com,8411,Temerin,Deponija čvrstog komunalnog otpada Temerin,45.4239165,19.8547558,"8001, 8116, 8117,8118, 8119, 8120, 8122,",1965,2020,7200,Temerin,Da,Da,Da,Ne,Ne,Ne,Da,Novi Sad,"Novi Sad, Bačka Palanka, Bački Petrovac, Beočin, Žabaj Vrbas","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Ne,Ne,Da,2010,Da,2010,delimicno,Sanacija,Delimično,Delimično,Da,56,403200
Nesanitarne deponije,2019,OPŠTINA PETROVAC NA MLAVI,102538275,07198264,Petrovac,"Petrovac na Mlavi, Petrovac na Mlavi, 731960",731960,12300,SRPSKIH VLADARA 165,012 332 722,012 331 283,info@petrovacnamlavi.rs,8411,Petrovac na Mlavi,"Deponija ""Svine""",44,21,"4906, 4107, 4908 KO Petrovac",1980,2021,7813.4,Petrovac na Mlavi,Da,Da,Da,Ne,Ne,Ne,Ne,Braničevski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2018,Da,2019,da,Zatvaranje,Da,Delimično,Ne,42,328162.8
Nesanitarne deponije,2019,OPŠTINSKA UPRAVA APATIN,101269416,08350957,Apatin,"Apatin, Apatin, 800180",800180,25260,srpskih vladara 29,0652526021,025773212,ekoinsp@soapatin.org,8421,Apatin,"CIGLANE bb - Romsko naselje, Apatin",45,18,"9040,9039,9025,9026,9027,9028,10222,8758/1",1978,2025,7200,Apatin,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zapadnobački okrug,"Sporazum sa Gradom Somboro, opštinama Odžaci, Kula i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Da,Da,2012,Da,2012,ne,,Delimično,Delimično,Ne,48,345600
Nesanitarne deponije,2019,Opština Ljig,101286153,07099665,Ljig,"LJig, LJig, 726362",726362,14240,Karađorđeva  7.,014/3445-107,014/3445-030,soljig@ptt.rs,8411,Cvetanovac,Usek,44.2363033,20.2553087,"31739/1,31739/3,31596/1,31596/3,31596/4,31596/5,31596/6,31596/7",1985,2018,0,LJig,Da,Da,Ne,Ne,Da,Ne,Ne,Kolubarskom,"Mionica, Ljig, Ub, Lajkovac, Lazarevac, Valjevo, Osečina, Koceljeva, Vladimirci, Obrenovac, Barajevo",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2006,Da,2006,delimicno,Zatvaranje,Delimično,Ne,Da,34,0
Nesanitarne deponije,2019,Opština Ljig,101286153,07099665,Ljig,"LJig, LJig, 726362",726362,14240,Karađorđeva  7.,014/3445-107,014/3445-030,soljig@ptt.rs,8411,Kalanjevci,Osoje,44.2344272,20.3964209,"2238,2237/2,2234/3",1987,2021,3200,"Lalinci, Paležnica, Cvetanovac, Gukoš, Latković, Štavica, Belanovica, Brančić, Veliševac, Babajić, Šutci, Ivanovci, Liplje, Jajčić, Živkovci, Milavac, Bošnjanović, Slavkovica, Kozelj, Moravci, LJig, Ba, Dići, Kadina Luka, Donji Banjani, Kalanjevci",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Kolubarskom,"Mionica, Ljig, Ub, Lajkovac, Lazarevac, Valjevo, Osečina, Koceljeva, Vladimirci, Obrenovac, Barajevo.","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Do 3 godine eksploatacije,Ne,Ne,Da,2019,Da,2019,delimicno,Sanacija,Delimično,Ne,Ne,35,112000
Nesanitarne deponije,2019,"Gradska uprava za javne prihode,zaštitu životne sredine i inspekcijski nadzor",102904062,07115008,Jagodina,"Jagodina, Jagodina, 738352",738352,35000,Kralja Petra I 6,0358150318,,zivotna.sredina@jagodina.org.rs,8411,Jagodina,Kablovska,43.976582,21.276852,"228/13,228/3,228/4,2344/1,2356",1970,2010,50,Jagodina,Ne,Da,Ne,Ne,Ne,Ne,Da,Region 20,"Ćuprija, Rekovac",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2003,Ne,,delimicno,Sanacija,Ne,Ne,Da,41,2050
Nesanitarne deponije,2019,SKUPŠTINA OPŠTINE TITEL,101457453,08050724,Titel,"Titel, Titel, 804738",804738,21240,GLAVNA 1,064/8224242,,uprava@opstinatitel.rs,8411,Titel,Nesanitarna deponija Titel,45.12371,20.171451,4292 ko Titel,1989,,3000,"Lok, Titel",Da,Da,Ne,Ne,Ne,Ne,Ne,srednjebanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Ne,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,37,111000
Nesanitarne deponije,2019,SKUPŠTINA OPŠTINE TITEL,101457453,08050724,Titel,"Titel, Titel, 804738",804738,21240,GLAVNA 1,064/8224242,,uprava@opstinatitel.rs,8411,Šajkaš,Nesanitarna deponija Šajkaš,45.165838,20.55476,2443,1992,,9720,Šajkaš,Ne,Ne,Ne,Ne,Ne,Ne,Ne,srednjebanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Ne,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,34,330480
Nesanitarne deponije,2019,SKUPŠTINA OPŠTINE TITEL,101457453,08050724,Titel,"Titel, Titel, 804738",804738,21240,GLAVNA 1,064/8224242,,uprava@opstinatitel.rs,8411,Mošorin,Nesanitarna deponija Mošorin,45.181193,20.111967,2623 i 2622 ko Mošorin,2000,,700,Mošorin,Ne,Ne,Ne,Ne,Ne,Ne,Ne,srednjebanatskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Da,Ne,,,,,,,,,26,18200
Nesanitarne deponije,2019,OPŠTINA BOSILEGRAD,100981381,07197144,Bosilegrad,"Bosilegrad, Bosilegrad, 706604",706604,17540,GEORGI DIMITROVA 82,017/877-006,,opstina@bosilegrad.rs,8411,Bosilegrad,Kremikovo,42.2912,22.2919,5566,1974,,1500,Bosilegrad,Da,Da,Da,Ne,Ne,Ne,Ne,Pčinskom okrugu,"Surdulica, Vranje, Trgovište, Bujanovac, Preševo","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2012,Da,2013,ne,,Delimično,Delimično,Da,52,78000
Nesanitarne deponije,2019,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Mramorak,Seosko smetlište Mramorak,44.8665327,20.977646,6494/2 KO Mramorak,2010,,832,Mramorak,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,Sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,16,13312
Nesanitarne deponije,2019,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Gaj,seosko smetlište Gaj,44.7849088,21.071952,4795/2KO Gaj,1950,,832,Gaj,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,Sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2019,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Dubovac,Seosko smetlište Dubovac,44.8023496,21.2041897,"1520/1,4531/1 i1319/1 KO Dubovac",1950,,832,Dubovac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,Sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2019,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Deliblato,seosko smetlište Deliblato,44.8511724,21.0400591,4814 i 4815 KO Deliblato,1950,,832,Deliblato,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,Sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,63232
Nesanitarne deponije,2019,Opštinska uprava Kovin,101406134,08135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Bavanište,seosko smetlište Bavanište,44.8301833,20.8673946,394 KO Bavanište,1950,,1664,Bavanište,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,Sporazum nije potpisan,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,76,126464
